退回,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
惹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
声称,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
调查,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
赞誉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
打败,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
绑架,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
纪行,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
实施,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
解雇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
合作会议,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监禁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
呼吁,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不要介入,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
被判入狱,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
抢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
遣,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
抢劫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
力推,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
歪曲,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
被曝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
反,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
说,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
确保,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
抨击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
不赞成,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
采购,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
排忧解难,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
感谢,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
损坏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
侮辱,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
对抗,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
遇袭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
探访,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
禁足,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
示威,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
设定,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
反对,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
性侵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
抗议,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
不,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
强推,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
纪念,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
公开,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
惊叹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
培养,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
研发,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
落网,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
踢出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
谎称,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
获,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
演习,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
被赞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
创作,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
看好,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
侵占,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
攻击,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特赦,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
抓获,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
签署,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
揭牌,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
造访,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
进入寒冬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
摧毁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
赞,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
禁止,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
称,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
提交,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
包围,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
入侵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
检查,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
海试,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
索赔,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
会见,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
闯开,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
入驻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
承认,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
枪杀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
击毙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
修建,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
提出,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
打,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
捐赠,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
表遗憾,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
请愿,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
会谈,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
表不满,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
制裁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
实现,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抢走,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
破万,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
杀害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
收复,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
要开,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拉拢,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恐怖袭击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
取代,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
允许,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
挖人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
圣战,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
奠基,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
解读,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
谋杀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
谈判,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
空袭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
遭批,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
登陆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
邀请,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
表示,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
要求,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
拉锯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
猎杀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
冲突,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
反击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
寻,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
击落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
期待,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暗指,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监视,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
诅咒,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
加强,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
齐聚,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不满,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
拨款,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
认为,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罢工,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
内战,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
滞留,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
扩张,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
操纵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
打击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
合影,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
表决 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
待审,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
抗衡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
掠夺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
谴责,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
握手,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
扬帆出海,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
助,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
围堵,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
促进,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
捐资,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
发展,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
锁定,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
被扣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
抗战,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
追杀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
加快,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斥,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
铭记,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拘押,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
渴望,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
批准,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
检阅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
争夺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
阻止,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
缩小,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
揭秘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
团聚,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
炸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
受降,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
布控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
喝彩,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
搭救,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
支援,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
维护,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
被夺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
介入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
公布,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
推出,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
怒斥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
恢复外交,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
成立,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
封锁,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
接收,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
关注,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宣示,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
掩护,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
举行,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
热议,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不同意,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
声援,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
评价,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
将为,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
指责,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
敦促,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
力争,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
开展,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
发行,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
指控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
建议,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
隐藏,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
闯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
警告,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
提供,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
命,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
实行,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
捕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
望,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
袭击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
不影响,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
促,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
淘汰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
欢迎,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
开幕,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
报道,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
强化,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
强调,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
质疑,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
立法,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
措辞强硬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
启动,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
采取,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
切磋,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
废除,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
合作,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
致死,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
商讨,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
停火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
安置,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
或将,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
否决,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
恐袭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
挡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
同意,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大闹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
逮捕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
批评,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
谈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迎接,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重申,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杀死,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
炸毁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
建立,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拒不道歉,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
一起,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
军事介入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
搭售,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吁,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
参与,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
禁飞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
告知,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
反恐,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
举办,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横渡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
判处,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
发现,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
坐牢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
涌入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
展出,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
占领,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
被捕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
改善,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
援助,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
通过,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
忧虑,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
宣布,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出席,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盛赞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
